Term,Stamm,Sprache,Zeitraum
Altersdemenz,Alter,German,750 CE - present
Altersdemenz,-s-,German,750 CE - present
Altersdemenz,Demenz,German,750 CE - present
Angstneurose,Angst,German,750 CE - present
Angstneurose,Neurose,German,750 CE - present
Sexsucht,Sex,German,750 CE - present
Sexsucht,Sucht,German,750 CE - present
Wurzelbehandlung,Wurzel,German,750 CE - present
Wurzelbehandlung,Behandlung,German,750 CE - present
Schlafqualität,Schlaf,German,750 CE - present
Schlafqualität,Qualität,German,750 CE - present
Persönlichkeitsstörung,Persönlichkeit,German,750 CE - present
Persönlichkeitsstörung,-s-,German,750 CE - present
Persönlichkeitsstörung,Störung,German,750 CE - present
Atemwegserkrankung,Atemweg,German,750 CE - present
Atemwegserkrankung,-s-,German,750 CE - present
Atemwegserkrankung,Erkrankung,German,750 CE - present
Burnout,burnout,English,1550 CE - present
Dickdarmkrebs,Dickdarm,German,750 CE - present
Dickdarmkrebs,Krebs,German,750 CE - present
Bauchspeicheldrüsenkrebs,Bauchspeicheldrüse,German,750 CE - present
Bauchspeicheldrüsenkrebs,-n-,German,750 CE - present
Bauchspeicheldrüsenkrebs,Krebs,German,750 CE - present
Schilddrüsenkrebs,Schilddrüse,German,750 CE - present
Schilddrüsenkrebs,-n-,German,750 CE - present
Schilddrüsenkrebs,Krebs,German,750 CE - present
Atembeschwerde,Atem,German,750 CE - present
Atembeschwerde,Beschwerde,German,750 CE - present
Hodenkrebs,Hoden,German,750 CE - present
Hodenkrebs,Krebs,German,750 CE - present
Eierstockkrebs,Eierstock,German,750 CE - present
Eierstockkrebs,Krebs,German,750 CE - present
Gebärmutterhalskrebs,Gebärmutterhals,German,750 CE - present
Gebärmutterhalskrebs,Krebs,German,750 CE - present
Gebärmutterkrebs,Gebärmutter,German,750 CE - present
Gebärmutterkrebs,Krebs,German,750 CE - present
Gebärmutterhals,Gebärmutter,German,750 CE - present
Gebärmutterhals,Hals,German,750 CE - present
Rückenschmerz,Rücken,German,750 CE - present
Rückenschmerz,Schmerz,German,750 CE - present
Abflussrohr,Abfluss,German,750 CE - present
Abflussrohr,Rohr,German,750 CE - present
Urlaubssemester,Urlaub,German,750 CE - present
Urlaubssemester,-s-,German,750 CE - present
Urlaubssemester,Semester,German,750 CE - present
Feriensemester,Ferien,German,750 CE - present
Feriensemester,Semester,German,750 CE - present
Energiewirtschaft,Energie,German,750 CE - present
Energiewirtschaft,Wirtschaft,German,750 CE - present
Statement,statement,English,1550 CE - present
Frittate,frittata,Italian,1400 CE - present
Frittate,fritto#Participle,Italian,1400 CE - present
Frittate,friggere,Italian,1400 CE - present
Frittate,frīgere#Latin,Latin,700 BCE - 500 CE
Semesterstart,Semester,German,750 CE - present
Semesterstart,Start,German,750 CE - present
Semesteranfang,Semester,German,750 CE - present
Semesteranfang,Anfang,German,750 CE - present
Semesterbeginn,Semester,German,750 CE - present
Semesterbeginn,Beginn,German,750 CE - present
Semesterende,Semester,German,750 CE - present
Semesterende,Ende,German,750 CE - present
Wirtschaftsforum,Wirtschaft,German,750 CE - present
Wirtschaftsforum,-s-,German,750 CE - present
Wirtschaftsforum,Forum,German,750 CE - present
Universitätsbibliothek,Universität,German,750 CE - present
Universitätsbibliothek,-s-,German,750 CE - present
Universitätsbibliothek,Bibliothek,German,750 CE - present
Terroranschlag,Terror,German,750 CE - present
Terroranschlag,Anschlag,German,750 CE - present
Volkswirtschaftslehre,Volkswirtschaft,German,750 CE - present
Volkswirtschaftslehre,-s-,German,750 CE - present
Volkswirtschaftslehre,Lehre,German,750 CE - present
Zischägge,چیچك,Ottoman Turkish,not available
Raketenwerfer,Rakete,German,750 CE - present
Raketenwerfer,-n-,German,750 CE - present
Raketenwerfer,Werfer,German,750 CE - present
Airline,airline,English,1550 CE - present
Informationssystem,Information,German,750 CE - present
Informationssystem,-s-,German,750 CE - present
Informationssystem,System,German,750 CE - present
Geldmenge,Geld,German,750 CE - present
Geldmenge,Menge,German,750 CE - present
Staatsminister,Staat,German,750 CE - present
Staatsminister,-s-,German,750 CE - present
Staatsminister,Minister,German,750 CE - present
Versuchsperson,Versuch,German,750 CE - present
Versuchsperson,-s-,German,750 CE - present
Versuchsperson,Person,German,750 CE - present
Flüchtlingspolitik,Flüchtling,German,750 CE - present
Flüchtlingspolitik,-s-,German,750 CE - present
Flüchtlingspolitik,Politik,German,750 CE - present
Migrationspolitik,Migration,German,750 CE - present
Migrationspolitik,-s-,German,750 CE - present
Migrationspolitik,Politik,German,750 CE - present
migrationspolitisch,Migration,German,750 CE - present
migrationspolitisch,-s-,German,750 CE - present
migrationspolitisch,politisch,German,750 CE - present
Feuerfunke,Feuer,German,750 CE - present
Feuerfunke,Funke,German,750 CE - present
griffbereit,Griff,German,750 CE - present
griffbereit,bereit,German,750 CE - present
Infektionsrate,Infektion,German,750 CE - present
Infektionsrate,-s-,German,750 CE - present
Infektionsrate,Rate,German,750 CE - present
Kritikpunkt,Kritik,German,750 CE - present
Kritikpunkt,Punkt,German,750 CE - present
Kulturraum,Kultur,German,750 CE - present
Kulturraum,Raum,German,750 CE - present
Kulturgrenze,Kultur,German,750 CE - present
Kulturgrenze,Grenze,German,750 CE - present
Lebensumstand,Leben,German,750 CE - present
Lebensumstand,-s-,German,750 CE - present
Lebensumstand,Umstand,German,750 CE - present
Maskenpflicht,Maske,German,750 CE - present
Maskenpflicht,-n-,German,750 CE - present
Maskenpflicht,Pflicht,German,750 CE - present
Neuinfektion,neu,German,750 CE - present
Neuinfektion,Infektion,German,750 CE - present
Nachfolgeabkommen,Nachfolge,German,750 CE - present
Nachfolgeabkommen,Abkommen,German,750 CE - present
Optimierungswunsch,Optimierung,German,750 CE - present
Optimierungswunsch,-s-,German,750 CE - present
Optimierungswunsch,Wunsch,German,750 CE - present
Nachbarplanet,Nachbar,German,750 CE - present
Nachbarplanet,Planet,German,750 CE - present
Pausenbrot,Pause,German,750 CE - present
Pausenbrot,-n-,German,750 CE - present
Pausenbrot,Brot,German,750 CE - present
Rehbraten,Reh,German,750 CE - present
Rehbraten,Braten,German,750 CE - present
Sicherheitsprüfung,Sicherheit,German,750 CE - present
Sicherheitsprüfung,-s-,German,750 CE - present
Sicherheitsprüfung,Prüfung,German,750 CE - present
Schaumlöffel,Schaum,German,750 CE - present
Schaumlöffel,Löffel,German,750 CE - present
Traumsprache,Traum,German,750 CE - present
Traumsprache,Sprache,German,750 CE - present
Taschenboden,Tasche,German,750 CE - present
Taschenboden,-n-,German,750 CE - present
Taschenboden,Boden,German,750 CE - present
Wertsynthese,Wert,German,750 CE - present
Wertsynthese,Synthese,German,750 CE - present
Zusatzinhalt,Zusatz,German,750 CE - present
Zusatzinhalt,Inhalt,German,750 CE - present
Zaunpfahl,Zaun,German,750 CE - present
Zaunpfahl,Pfahl,German,750 CE - present
Werbeverbot,werben,German,750 CE - present
Werbeverbot,Verbot,German,750 CE - present
delogieren,loger,French,1600 CE - present
büseln,pisolare,Italian,1400 CE - present
Machtgier,Macht,German,750 CE - present
Machtgier,Gier,German,750 CE - present
Herringshai,Herring,German,750 CE - present
Herringshai,Hai,German,750 CE - present
Studentenverbindung,Studenten,German,750 CE - present
Studentenverbindung,Verbindung,German,750 CE - present
Insiderhandel,insider trading,English,1550 CE - present
Pupenjunge,Puppe,German,750 CE - present
Pupenjunge,Junge,German,750 CE - present
Objektträger,Objekt,German,750 CE - present
Objektträger,Träger,German,750 CE - present
Familienaufstellung,Familie,German,750 CE - present
Familienaufstellung,-n-,German,750 CE - present
Familienaufstellung,Aufstellung,German,750 CE - present
rumänophob,Rumäne,German,750 CE - present
rumänophob,-o-,German,750 CE - present
rumänophob,-phob,German,750 CE - present
Mezzie,מציאה,Yiddish,not available
Mezzie,מְצִיאָה,Hebrew,900 BCE - 500 CE
Abschlussarbeit,Abschluss,German,750 CE - present
Abschlussarbeit,Arbeit,German,750 CE - present
untervermieten,unter-,German,750 CE - present
untervermieten,vermieten,German,750 CE - present
Standgericht,Stand,German,750 CE - present
Standgericht,Gericht,German,750 CE - present
einen Fick geben,give a fuck,English,1550 CE - present
Schusswunde,Schuss,German,750 CE - present
Schusswunde,Wunde,German,750 CE - present
Videokamera,Video,German,750 CE - present
Videokamera,Kamera,German,750 CE - present
Gerichtsbeschluss,Gericht,German,750 CE - present
Gerichtsbeschluss,-s-,German,750 CE - present
Gerichtsbeschluss,Beschluss,German,750 CE - present
durchschneiden,durchsnīden,Middle High German,1050 CE - 1500 CE
Strohsack,Stroh,German,750 CE - present
Strohsack,Sack,German,750 CE - present
Dämonenjäger,Dämonen,German,750 CE - present
Dämonenjäger,Jäger,German,750 CE - present
Dickschädel,dick,German,750 CE - present
Dickschädel,Schädel,German,750 CE - present
Fiebertraum,Fieber,German,750 CE - present
Fiebertraum,Traum,German,750 CE - present
Dreiecksbeziehung,Dreieck,German,750 CE - present
Dreiecksbeziehung,-s-,German,750 CE - present
Dreiecksbeziehung,Beziehung,German,750 CE - present
Peepshow,peepshow,English,1550 CE - present
Empowerment,empowerment,English,1550 CE - present
Räuberei,rouberīe,Middle High German,1050 CE - 1500 CE
Internetseite,Internet,German,750 CE - present
Internetseite,Seite,German,750 CE - present
Lieblingsessen,Liebling,German,750 CE - present
Lieblingsessen,-s-,German,750 CE - present
Lieblingsessen,Essen,German,750 CE - present
Lieblingsgericht,Liebling,German,750 CE - present
Lieblingsgericht,-s-,German,750 CE - present
Lieblingsgericht,Gericht,German,750 CE - present
Lieblingsgetränk,Liebling,German,750 CE - present
Lieblingsgetränk,-s-,German,750 CE - present
Lieblingsgetränk,Getränk,German,750 CE - present
Lieblingstrinken,Liebling,German,750 CE - present
Lieblingstrinken,-s-,German,750 CE - present
Lieblingstrinken,Trinken,German,750 CE - present
Sonneneruption,Sonne,German,750 CE - present
Sonneneruption,-n-,German,750 CE - present
Sonneneruption,Eruption,German,750 CE - present
Atemrhythmus,Atem,German,750 CE - present
Atemrhythmus,Rhythmus,German,750 CE - present
ha noi,ha noi,Swabian,not available
Radiostimme,Radio,German,750 CE - present
Radiostimme,Stimme,German,750 CE - present
Hauptproblem,haupt-,German,750 CE - present
Hauptproblem,Problem,German,750 CE - present
Dauerzocker,Dauer,German,750 CE - present
Dauerzocker,Zocker,German,750 CE - present
Karteninhaber,Karte,German,750 CE - present
Karteninhaber,-n-,German,750 CE - present
Karteninhaber,Inhaber,German,750 CE - present
Schuhflicker,Schuh,German,750 CE - present
Schuhflicker,Flicker,German,750 CE - present
Testperson,Test,German,750 CE - present
Testperson,Person,German,750 CE - present
Wahlempfehlung,Wahl,German,750 CE - present
Wahlempfehlung,Empfehlung,German,750 CE - present
Nachwuchstalent,Nachwuchs,German,750 CE - present
Nachwuchstalent,Talent,German,750 CE - present
Farbgleichgewicht,Farbe,German,750 CE - present
Farbgleichgewicht,Gleichgewicht,German,750 CE - present
Osteologe,ὀστέον,Ancient Greek,1500 BCE - 300 BCE
brunzen,brunnezen,Middle High German,1050 CE - 1500 CE
brunzen,brunne,Middle High German,1050 CE - 1500 CE
Zombiekalypse,Zombie,German,750 CE - present
Zombiekalypse,Apokalypse,German,750 CE - present
Zombieapokalypse,Zombie,German,750 CE - present
Zombieapokalypse,Apokalypse,German,750 CE - present
Sitznachbar,Sitz,German,750 CE - present
Sitznachbar,Nachbar,German,750 CE - present
Schweinepest,Schwein,German,750 CE - present
Schweinepest,Pest,German,750 CE - present
erblinden,erblinden,Middle High German,1050 CE - 1500 CE
Kabelbaum,Kabel,German,750 CE - present
Kabelbaum,Baum,German,750 CE - present
Antiquar,antīquārius,Latin,700 BCE - 500 CE
Handrührgerät,Hand,German,750 CE - present
Handrührgerät,Rührgerät,German,750 CE - present
Gangbang,gangbang,English,1550 CE - present
Brünne,*brunnjā,Proto-West Germanic,before 500 CE (unconfirmed)
Halsberge,halsperga,Old High German,750 CE - 1050 CE
Halsberge,*halsabergu,Proto-West Germanic,before 500 CE (unconfirmed)
Halsberge,Hals,German,750 CE - present
Halsberge,bergen,German,750 CE - present
Touchscreen,touchscreen,English,1550 CE - present
Abbildungsfreiheit,Abbildung,German,750 CE - present
Abbildungsfreiheit,-s-,German,750 CE - present
Abbildungsfreiheit,Freiheit,German,750 CE - present
Atomabkommen,Atom,German,750 CE - present
Atomabkommen,Abkommen,German,750 CE - present
Aufnahmegespräch,Aufnahme,German,750 CE - present
Aufnahmegespräch,Gespräch,German,750 CE - present
Ausgleichsspaziergang,Ausgleich,German,750 CE - present
Ausgleichsspaziergang,-s-,German,750 CE - present
Ausgleichsspaziergang,Spaziergang,German,750 CE - present
Bankkauffrau,Bank,German,750 CE - present
Bankkauffrau,Kauffrau,German,750 CE - present
Alpenrepublik,Alpen,German,750 CE - present
Alpenrepublik,Republik,German,750 CE - present
Arzneimittelbehörde,Arzneimittel,German,750 CE - present
Arzneimittelbehörde,Behörde,German,750 CE - present
Bauernsprache,Bauern,German,750 CE - present
Bauernsprache,Sprache,German,750 CE - present
Behördenchef,Behörde,German,750 CE - present
Behördenchef,-n-,German,750 CE - present
Behördenchef,Chef,German,750 CE - present
Betriebsprüfung,Betrieb,German,750 CE - present
Betriebsprüfung,-s-,German,750 CE - present
Betriebsprüfung,Prüfung,German,750 CE - present
Bootsmann,Boot,German,750 CE - present
Bootsmann,-s-,German,750 CE - present
Bootsmann,Mann,German,750 CE - present
Brutzeit,brüten,German,750 CE - present
Brutzeit,Zeit,German,750 CE - present
Brutdauer,brüten,German,750 CE - present
Brutdauer,Dauer,German,750 CE - present
Dienstlaptop,Dienst,German,750 CE - present
Dienstlaptop,Laptop,German,750 CE - present
Eigenperspektive,eigen,German,750 CE - present
Eigenperspektive,Perspektive,German,750 CE - present
einkommensschwach,Einkommen,German,750 CE - present
einkommensschwach,-s-,German,750 CE - present
einkommensschwach,schwach,German,750 CE - present
Einkommensschwäche,Einkommen,German,750 CE - present
Einkommensschwäche,-s-,German,750 CE - present
Einkommensschwäche,Schwäche,German,750 CE - present
Schlauchschelle,Schlauch,German,750 CE - present
Schlauchschelle,Schelle,German,750 CE - present
Ermittlungsbehörde,Ermittlung,German,750 CE - present
Ermittlungsbehörde,-s-,German,750 CE - present
Ermittlungsbehörde,Behörde,German,750 CE - present
Strafverfolgungsbehörde,Ermittlung,German,750 CE - present
Strafverfolgungsbehörde,-s-,German,750 CE - present
Strafverfolgungsbehörde,Behörde,German,750 CE - present
Familiensport,Familie,German,750 CE - present
Familiensport,-n-,German,750 CE - present
Familiensport,Sport,German,750 CE - present
flugtüchtig,Flug,German,750 CE - present
flugtüchtig,tüchtig,German,750 CE - present
fluguntüchtig,Flug,German,750 CE - present
fluguntüchtig,untüchtig,German,750 CE - present
Gangablauf,Gang,German,750 CE - present
Gangablauf,Ablauf,German,750 CE - present
Gedenkschrift,gedenken,German,750 CE - present
Gedenkschrift,Schrift,German,750 CE - present
Geldjude,Geld,German,750 CE - present
Geldjude,Jude,German,750 CE - present
Wucherjude,Wucher,German,750 CE - present
Wucherjude,Jude,German,750 CE - present
Gesamtsieg,gesamt,German,750 CE - present
Gesamtsieg,Sieg,German,750 CE - present
Gesundheitsminister,Gesundheit,German,750 CE - present
Gesundheitsminister,-s-,German,750 CE - present
Gesundheitsminister,Minister,German,750 CE - present
Golfküste,Golf,German,750 CE - present
Golfküste,Küste,German,750 CE - present
Heimorgel,Heim,German,750 CE - present
Heimorgel,Orgel,German,750 CE - present
Gewölle,willōn,Old High German,750 CE - 1050 CE
Fürtuch,für,German,750 CE - present
Fürtuch,Tuch,German,750 CE - present
Schneewehe,Schnee,German,750 CE - present
Schneewehe,Wehe,German,750 CE - present
annihilieren,annihilō,Late Latin,200 CE - 600 CE
Schmeichler,smeicheler,Middle High German,1050 CE - 1500 CE
Presszange,pressen,German,750 CE - present
Presszange,Zange,German,750 CE - present
Pressmaschine,pressen,German,750 CE - present
Pressmaschine,Maschine,German,750 CE - present
Plasmabildschirm,Plasma,German,750 CE - present
Plasmabildschirm,Bildschirm,German,750 CE - present
Reisewarnung,Reise,German,750 CE - present
Reisewarnung,Warnung,German,750 CE - present
Rekordwert,Rekord,German,750 CE - present
Rekordwert,Wert,German,750 CE - present
Rekordstand,Rekord,German,750 CE - present
Rekordstand,Stand,German,750 CE - present
Kannkind,kann,German,750 CE - present
Kannkind,Kind,German,750 CE - present
Musskind,muss,German,750 CE - present
Musskind,Kind,German,750 CE - present
Doppelschleifmaschine,/,German,750 CE - present
Doppelschleifmaschine,schleifen,German,750 CE - present
Doppelschleifmaschine,Maschine,German,750 CE - present
Winkelschleifer,Winkel,German,750 CE - present
Winkelschleifer,Schleifer,German,750 CE - present
Trennschleifer,trennen,German,750 CE - present
Trennschleifer,Schleifer,German,750 CE - present
Tunnelbohrmaschine,Tunnel,German,750 CE - present
Tunnelbohrmaschine,Bohrmaschine,German,750 CE - present
Wasserpumpenzange,Wasser,German,750 CE - present
Wasserpumpenzange,Pumpen,German,750 CE - present
Wasserpumpenzange,Zange,German,750 CE - present
Schleifmaschine,schleifen,German,750 CE - present
Schleifmaschine,Maschine,German,750 CE - present
erbkrank,erben,German,750 CE - present
erbkrank,krank,German,750 CE - present
Fahrradgeschäft,Fahrrad,German,750 CE - present
Fahrradgeschäft,Geschäft,German,750 CE - present
Fallzahl,Fall,German,750 CE - present
Fallzahl,Zahl,German,750 CE - present
Feudaladel,feudal,German,750 CE - present
Feudaladel,Adel,German,750 CE - present
Forellenstein,Forelle,German,750 CE - present
Forellenstein,-n-,German,750 CE - present
Forellenstein,Stein,German,750 CE - present
Fischwurst,Fisch,German,750 CE - present
Fischwurst,Wurst,German,750 CE - present
Fingerbreite,Finger,German,750 CE - present
Fingerbreite,Breite,German,750 CE - present
Gebefall,geben,German,750 CE - present
Gebefall,Fall,German,750 CE - present
Zeugefall,zeugen,German,750 CE - present
Zeugefall,Fall,German,750 CE - present
Nennfall,nennen,German,750 CE - present
Nennfall,Fall,German,750 CE - present
Klagefall,klagen,German,750 CE - present
Klagefall,Fall,German,750 CE - present
Ruffall,rufen,German,750 CE - present
Ruffall,Fall,German,750 CE - present
gottgläubig,Gott,German,750 CE - present
gottgläubig,gläubig,German,750 CE - present
gottesgläubig,Gott,German,750 CE - present
gottesgläubig,-es-,German,750 CE - present
gottesgläubig,gläubig,German,750 CE - present
Heimunterricht,Heim,German,750 CE - present
Heimunterricht,Unterricht,German,750 CE - present
Homeschooling,homeschooling,English,1550 CE - present
Hausunterricht,Haus,German,750 CE - present
Hausunterricht,Unterricht,German,750 CE - present
hochtragen,hoch,German,750 CE - present
hochtragen,tragen,German,750 CE - present
Hollandrad,Holland,German,750 CE - present
Hollandrad,Rad,German,750 CE - present
Hollandfahrrad,Holland,German,750 CE - present
Hollandfahrrad,Fahrrad,German,750 CE - present
Herrenschicht,Herren,German,750 CE - present
Herrenschicht,Schicht,German,750 CE - present
Muttermund,Mutter,German,750 CE - present
Muttermund,Mund,German,750 CE - present
Hessemann,Hesse,German,750 CE - present
Hessemann,Mann,German,750 CE - present
Menschenweisheit,Mensch,German,750 CE - present
Menschenweisheit,-en-,German,750 CE - present
Menschenweisheit,Weisheit,German,750 CE - present
Tollheit,tolheit,Middle High German,1050 CE - 1500 CE
Tollheit,tolaheit,Old High German,750 CE - 1050 CE
Verbündnis,verbuntnisse,Middle High German,1050 CE - 1500 CE
Purpurkrämer,Purpur,German,750 CE - present
Purpurkrämer,Krämer,German,750 CE - present
halbmast,half-mast,English,1550 CE - present
halbmast,halb,German,750 CE - present
halbmast,Mast,German,750 CE - present
Schleifbock,schleifen,German,750 CE - present
Schleifbock,bock,German,750 CE - present
Doppelschleifbock,/,German,750 CE - present
Doppelschleifbock,schleifen,German,750 CE - present
Doppelschleifbock,bock,German,750 CE - present
Rohrzange,Rohr,German,750 CE - present
Rohrzange,Zange,German,750 CE - present
Schwedenzange,Schweden,German,750 CE - present
Schwedenzange,Zange,German,750 CE - present
Eckrohrzange,Ecke,German,750 CE - present
Eckrohrzange,Rohr,German,750 CE - present
Eckrohrzange,Zange,German,750 CE - present
Waffennarr,Waffe,German,750 CE - present
Waffennarr,Narr,German,750 CE - present
Vorgangsweise,Vorgang,German,750 CE - present
Vorgangsweise,-s-,German,750 CE - present
Vorgangsweise,Weise,German,750 CE - present
Metze,mezza,Old High German,750 CE - 1050 CE
Frühmensch,früh,German,750 CE - present
Frühmensch,Mensch,German,750 CE - present
Jungfernkranz,Jungfer,German,750 CE - present
Jungfernkranz,Kranz,German,750 CE - present
Zuckermann,Zucker,German,750 CE - present
Zuckermann,Mann,German,750 CE - present
Bergtürke,Berg,German,750 CE - present
Bergtürke,Türke,German,750 CE - present
weltöffentlich,Weltöffentlichkeit,German,750 CE - present
Translator,translator,English,1550 CE - present
Translator,translateur,French,1600 CE - present
Kampffahrzeug,Kampf,German,750 CE - present
Kampffahrzeug,Fahrzeug,German,750 CE - present
Nähzeug,nähen,German,750 CE - present
Nähzeug,Zeug,German,750 CE - present
Rollgabelschlüssel,Rolle,German,750 CE - present
Rollgabelschlüssel,Gabelschlüssel,German,750 CE - present
klauben,klūben,Middle High German,1050 CE - 1500 CE
Säbelsäge,Säbel,German,750 CE - present
Säbelsäge,Säge,German,750 CE - present
Tigersäge,Tiger,German,750 CE - present
Tigersäge,Säge,German,750 CE - present
Bügelsäge,Bügel,German,750 CE - present
Bügelsäge,Säge,German,750 CE - present
Bandsäge,Band,German,750 CE - present
Bandsäge,Säge,German,750 CE - present
Handsäge,Hand,German,750 CE - present
Handsäge,Säge,German,750 CE - present
Feinsäge,fein,German,750 CE - present
Feinsäge,Säge,German,750 CE - present
Handstichsäge,Hand,German,750 CE - present
Handstichsäge,Stichsäge,German,750 CE - present
Reichsadler,Reich,German,750 CE - present
Reichsadler,-s-,German,750 CE - present
Reichsadler,Adler,German,750 CE - present
Kampfgeist,Kampf,German,750 CE - present
Kampfgeist,Geist,German,750 CE - present
Evolutionsbiologe,Evolution,German,750 CE - present
Evolutionsbiologe,-s-,German,750 CE - present
Evolutionsbiologe,Biologe,German,750 CE - present
Alexin,ἀλέξω,Ancient Greek,1500 BCE - 300 BCE
Japankäfer,Japan,German,750 CE - present
Japankäfer,Käfer,German,750 CE - present
Skyr,skyr,Icelandic,not available
dreiteilen,drei,German,750 CE - present
dreiteilen,teilen,German,750 CE - present
Evolutionsbiologie,Evolution,German,750 CE - present
Evolutionsbiologie,-s-,German,750 CE - present
Evolutionsbiologie,Biologie,German,750 CE - present
Steuerelement,Steuer,German,750 CE - present
Steuerelement,Element,German,750 CE - present
Überbau,über,German,750 CE - present
Überbau,Bau,German,750 CE - present
Landtagsgebäude,Landtag,German,750 CE - present
Landtagsgebäude,-s-,German,750 CE - present
Landtagsgebäude,Gebäude,German,750 CE - present
Großwetterlage,groß,German,750 CE - present
Großwetterlage,Wetterlage,German,750 CE - present
Neuausgabe,neu,German,750 CE - present
Neuausgabe,Ausgabe,German,750 CE - present
Rechtslage,Recht,German,750 CE - present
Rechtslage,-s-,German,750 CE - present
Rechtslage,Lage,German,750 CE - present
Schussfaden,Schuss,German,750 CE - present
Schussfaden,Faden,German,750 CE - present
Kettfaden,ketten,German,750 CE - present
Kettfaden,Faden,German,750 CE - present
Staatsoberhaupt,Staat,German,750 CE - present
Staatsoberhaupt,-s-,German,750 CE - present
Staatsoberhaupt,Oberhaupt,German,750 CE - present
Ktesiphon,Κτησιφῶν,Ancient Greek,1500 BCE - 300 BCE
Ktesiphon,Ctēsiphōn,Latin,700 BCE - 500 CE
Schluss-s,Schluss,German,750 CE - present
Schluss-s,s,German,750 CE - present
Bauboom,Bau,German,750 CE - present
Bauboom,Boom,German,750 CE - present
Arbeitsrecht,Arbeit,German,750 CE - present
Arbeitsrecht,-s-,German,750 CE - present
Arbeitsrecht,Recht,German,750 CE - present
Gartenbau,Garten,German,750 CE - present
Gartenbau,Bau,German,750 CE - present
Walnussbaum,Walnuss,German,750 CE - present
Walnussbaum,Baum,German,750 CE - present
Abenteuerlust,Abenteuer,German,750 CE - present
Abenteuerlust,Lust,German,750 CE - present
Futteral,vouter,Middle High German,1050 CE - 1500 CE
Futteral,fotrale,Medieval Latin,600 CE - 1400 CE
Thermopylen,Θερμοπύλαι,Ancient Greek,1500 BCE - 300 BCE
Maische,meisch,Middle High German,1050 CE - 1500 CE
Maische,*meisk,Old High German,750 CE - 1050 CE
Maische,*maisk,Proto-West Germanic,before 500 CE (unconfirmed)
Maische,*maiskaz,Proto-Germanic,500 BCE - 500 CE
Güterzug,Güter,German,750 CE - present
Güterzug,Zug,German,750 CE - present
Ohrmuschel,Ohr,German,750 CE - present
Ohrmuschel,Muschel,German,750 CE - present
Wellenbrecher,Welle,German,750 CE - present
Wellenbrecher,-n-,German,750 CE - present
Wellenbrecher,Brecher,German,750 CE - present
Abendzeitung,Abend,German,750 CE - present
Abendzeitung,Zeitung,German,750 CE - present
Buchführung,Buch,German,750 CE - present
Buchführung,Führung,German,750 CE - present
Rundfahrt,rund,German,750 CE - present
Rundfahrt,Fahrt,German,750 CE - present
Pfauenfeder,Pfau,German,750 CE - present
Pfauenfeder,-en-,German,750 CE - present
Pfauenfeder,Feder,German,750 CE - present
Königsgemahlin,König,German,750 CE - present
Königsgemahlin,-s-,German,750 CE - present
Königsgemahlin,Gemahlin,German,750 CE - present
amerikanischer Traum,American Dream,English,1550 CE - present
Randschrift,Rand,German,750 CE - present
Randschrift,Schrift,German,750 CE - present
Mastermind,mastermind,English,1550 CE - present
Polkappe,Pol,German,750 CE - present
Polkappe,Kappe,German,750 CE - present
Krummlauf,krumm,German,750 CE - present
Krummlauf,Lauf,German,750 CE - present
Bezugssystem,Bezug,German,750 CE - present
Bezugssystem,-s-,German,750 CE - present
Bezugssystem,System,German,750 CE - present
Umschlagplatz,Umschlag,German,750 CE - present
Umschlagplatz,Platz,German,750 CE - present
Karawanenstraße,Karawane,German,750 CE - present
Karawanenstraße,-n-,German,750 CE - present
Karawanenstraße,Straße,German,750 CE - present
Out,out,English,1550 CE - present
Politikverdrossenheit,Politik,German,750 CE - present
Politikverdrossenheit,Verdrossenheit,German,750 CE - present
Unwort,unwort,Middle High German,1050 CE - 1500 CE
Outlinie,Out,German,750 CE - present
Outlinie,Linie,German,750 CE - present
Auslinie,Aus,German,750 CE - present
Auslinie,Linie,German,750 CE - present
Heimatkunde,Heimat,German,750 CE - present
Heimatkunde,Kunde,German,750 CE - present
Stichpunkt,Stich,German,750 CE - present
Stichpunkt,Punkt,German,750 CE - present
Frackuhr,Frack,German,750 CE - present
Frackuhr,Uhr,German,750 CE - present
Resopal,Resina,German,750 CE - present
Resopal,Opal,German,750 CE - present
Zellbiologie,Zelle,German,750 CE - present
Zellbiologie,Biologie,German,750 CE - present
Herzkammer,Herz,German,750 CE - present
Herzkammer,Kammer,German,750 CE - present
Kosmobiologie,Kosmos,German,750 CE - present
Kosmobiologie,Biologie,German,750 CE - present
Raumfahrtbehörde,Raumfahrt,German,750 CE - present
Raumfahrtbehörde,Behörde,German,750 CE - present
Wabenstruktur,Wabe,German,750 CE - present
Wabenstruktur,-n-,German,750 CE - present
Wabenstruktur,Struktur,German,750 CE - present
Käsespätzle,Käse,German,750 CE - present
Käsespätzle,Spätzle,German,750 CE - present
Lernkarte,lernen,German,750 CE - present
Lernkarte,Karte,German,750 CE - present
Rollback,rollback,English,1550 CE - present
Game,game,English,1550 CE - present
eine Hand wäscht die andere,manus manum lavat,Latin,700 BCE - 500 CE
Spülschwamm,spülen,German,750 CE - present
Spülschwamm,Schwamm,German,750 CE - present
Maar,mara,Vulgar Latin,100 BCE - 600 CE
Maar,mare,Latin,700 BCE - 500 CE
Münzwurf,Münze,German,750 CE - present
Münzwurf,Wurf,German,750 CE - present
Quantenverschränkung,Quantum,German,750 CE - present
Quantenverschränkung,Verschränkung,German,750 CE - present
